CourseID,universityName,courseDepartment,courseTitle,courseURL,ProfessorID,offeringPeriod,offeringYear,content,objectives,outcomes
62,University of Southern California,NULL,CSCI 457: Computer Systems Organization (3 units),NULL,60,NULL,NULL,NULL,NULL,NULL
63,University of Southern California,NULL,CSCI 557: Computer Systems Architecture (3 units),NULL,61,NULL,NULL,NULL,NULL,NULL
64,University of California-Davis,Department of Computer Science,ECS 154A COMPUTER ARCHITECTURE,NULL,62,Fall,2009,NULL,"""Goals:
Students will:

    * learn the foundational concepts of digital design, interfacing of devices for I/O, memory and memory management
    * learn input/output programming and hardware support for operating systems software
""
","""Program Outcomes:

    * The ability to apply knowledge of basic science, mathematics and engineering principles to solve computing and information processing problems
    * The ability to understand the relationship between hardware and software
    * The ability to understand the tradeoffs in the design of hardware systems, software systems, processes and components
    * The ability to acquire the foundations to be a life-long learner
""
"
65,University of California-Davis,Department of Electrical Engineering,EEC70 - COMPUTER STRUCTURE AND ASSEMBLY LANGUAGE,NULL,63,Fall,2009,"""Expanded Course Description

   1. Binary Representation

      Storing integers, real numbers, characters and machine instructions.

      2's complement, floating-point storage, ASCII, concept of instruction op codes.
   2. Main Components of Computers

      CPU, bus, memory, I/O devices. ALU, control unit, data and pointer registers, MAR, IAR, MDR. Memory structures, words, bytes, bits, addresses. Data bus, address bus, control bus, memory read/write operations. Brief description of MIPS. Fetch/execute cycle.
   3. Introduction to MIPS Instruction Set and Addressing Modes

      Brief introduction to RISC machine organization, architecture and machine language. Introduction to a few operations and addressing modes. An example program is used throughout, and modified by the students. Instruction formats, op codes.
   4. Loading and Executing Programs: Debuggers and Assemblers

      How to use SPIM simulator to get a MIPS machine language program into memory and execute it. Assembly language for ease and clarity in programming at the machine level. DEBUG Trace and other commands.
   5. Modular Programming: Subroutines, Macros and Linkers

      Review of the advantages of modularity. Stack manipulation, and use in subroutine calls.

      Parameter passing. Interfacing assembly language subroutines to calling programs written in higher-level languages. Writing macros, speed/code size tradeoffs with subroutines.
   6. Input/Output

      Reminder of the central importance of this unit in the course. I/O ports - control, data, etc. Memory-mapped vs. programmed I/O. Busy-wait I/O. Interrupt-driven I/O, including motivation; concurrent-but-nonsimultaneous execution of more than one software module; vectored interrupts; device priorities; interrupt masks and enable bits; daisy-chain structures. Introduction to disk structure. Introduction to implementation of I/O statements in higher-level languages.
   7. Brief Look at Other Architectures

      Overview of the VAX 11, IBM 360 and other RISC architectures. Word/address sizes, address structures (segmented vs. flat), I/O, register sets and instruction sets.
""
",NULL,"""Course Outcomes   
Understand the machine-level representation of a computer program's instructions and data.  
Understand assembly code, how to write programs in assembly code, how high level language constructs can be represented in assembly code, and how assembly code is translated into machine code.""
"
66,University of California-Davis,Department of Electrical Engineering,EEC170 - INTRODUCTION TO COMPUTER ARCHITECTURE,NULL,64,Fall,2009,"""Expanded Course Description:

   1. Computer Performance
         1. Measuring Performance
         2. Benchmark Selection
         3. Comparing and Summarizing Performance
   2. Instruction Sets
         1. Addressing
         2. Instruction Representation
         3. Branching
         4. Support for Procedures
         5. Complex Instructions
   3. Computer
         1. Integer Representation
         2. Addition and Subtraction
         3. Logical Operations
         4. ALU Design
         5. Multiplication
         6. Division
         7. Floating Point
   4. Non-Pipelined Processor Design
         1. Datapath
         2. Simple Control Unit
         3. Finite State Machine Control Unit
   5. Pipelined Processor Design
         1. Pipelined Datapath
         2. Pipelined Control
         3. Data Hazards
         4. Branch Hazards
         5. Exceptions
   6. Memory System Design
   7. Memory Hierarchy
   8. Mapping and Replacement Schemes
   9. Cache
  10. Virtual Memory
""
",,"""Course Outcomes   Program Outcomes
Understand how computer performance is measured.  3a
Understand basic instruction-set architecture.  4a
Understand the internal organization and design of a simple processor (including pipeline).  1b, 4a, 4b
Understand how a processor's major modules can be designed, down to the gate level (including the ALU).  4a
Understand the design of a memory system (including cache and virtual memory).  4a, 4b
Be able to perform experiments and simulations to design, evaluate, debug, and correct various microprocessor modules.  2a
Be able to analyze various microprocessor modules to establish correct functionality/performance."""
67,University of California-Davis,Department of Electrical and Computer Engineering,EEC270 - COMPUTER ARCHITECTURE,NULL,64,Fall,2009,"""Expanded Course Description:

   1. Instruction Sets and Addressing Modes
         1. Architecture Types
         2. Addressing Modes
         3. Operation Types
         4. Instruction Encoding
   2. Pipelining
         1. Data Hazards
         2. Structural Hazards
         3. Control Hazards 
   3. Advanced Pipelining
         1. Static instruction scheduling
         2. Dynamic instruction scheduling
         3. Branch Prediction
         4. Issuing Multiple instructions
         5. Loop unrolling and software pipelining
         6. Predicated execution 
   4. Memory-Hierarchy Design
         1. Reducing cache misses
         2. Reducing cache-miss penalty 
   5. Multiprocessors
         1. Centralized shared memory
         2. Distributed shared memory
         3. Synchronization and memory consistency 
""
","Course Goals: The goals of this course are to introduce students to the artchitecture and software techniques that are used for state-of-the-art processors to achieve high performance.
",NULL
68,University of California-Santa Barbara,Department of Electrical Engineering,ECE 15B COMPUTER ORGANIZATION,NULL,65,Fall,2009,"""Week Lecture Date Topic / Projects Reading Assigned Due
1 3/31 Introduction HW #0 - Gordon Moore Article
1
2 4/2 Overview of Computer
Organization HW #1 HW #0
3 4/7 Arithmetic Instructions - - P+H 2.1-2.3
2
4 4/9 Data Transfer Instructions HW #2 HW #1 P+H 2.3
5 4/14 Control Flow Instructions - - P+H 2.6, 2.9
3
6 4/16 Logic and Shift Instructions, Bytes
and Overflow Project #1 HW#2 P+H 2.5
7 4/21 Procedures - - P+H 2.7, A.6
4
- 4/23 Quiz 1 - -
8 4/28 Procedures - -
5
9 4/30 Instruction Representation - Project #1 P+H 2.4, 2.9
10 5/5 Floating Point HW#3 - P+H 3.2, 3.3, 3.6
6
11 5/7 Pointers Project #2 - EC Pointers and Memory
Section 1
12 5/12 Arrays - - EC Section 3 & 6
(pg 33-36)
7
13 5/14 Strings, Lists and Stacks - HW #3 EC Linked List Problems
Section 1
14 5/19 Memory Management Project #3 - P+H A.5,
EC Section 6 (pg 38-40)
8
- 5/21 Quiz 2 - -
15 5/26 Memory Management HW #4 - EC Pointers and Memory
Section 4
9
16 5/28 Executing Programs: Compiling,
Assembling, Linking and Loading - Project #2 P+H 2.10, A.1 - A.4
17 6/2 History of the Computing World:
Part I - HW #4
10
- 6/4 Final Review - Project #3
11 - 6/10 Final Exam""
","""Basic memory and processor organization, instruction set architecture, assembly
language programming, number systems, arithmetic, data transfer and control flow
instructions, procedures, memory management and program execution.""
",NULL
69,University of California-Santa Barbara,NULL,CMPSC 30 - Introduction to Computer Systems,NULL,66,NULL,NULL,NULL,NULL,NULL
70,University of California-Santa Barbara,NULL,CMPSC 64 - Computer Organization and Logic Design,NULL,67,NULL,NULL,NULL,NULL,NULL
71,University of California-Santa Barbara,NULL,CMPSC 123 - Overview of Computer Systems: Hardware and Software,NULL,68,NULL,NULL,NULL,NULL,NULL
72,University of Colorado at Boulder,Department of Electrical Engineering,ECEN 2120 - Computers as Components ,NULL,69,Fall,2009,"""Week 1

    *
      8/24: Introduction
          o Course goals
          o Course mechanics
          o Complex systems from a digital perspective 

    *
      8/26: CPU architecture
          o Registers and memory
          o Expression evaluation and the stack 
      Required reading:
          o Text Chapters 1, 2, 4, Sections 5.2.1, 5.3, 5.4, 6.1 

    *
      8/28: Control flow
          o The condition code
          o Conditional jumps
          o Unconditional jumps 
      Required reading:
          o Text Sections 4.2.6, 4.2.7, 4.2.8, 6.2 

Week 2

    *
      8/31: Procedure call and return
          o How the call and return operations use the stack
          o Passing arguments via the stack
          o Use of A6 to access arguments
          o Saving and restoring state 
      Required reading:
          o Text Section 4.2.4, 4.2.6, 6.3, 9.4 

    *
      9/2: Program structure
          o Allocation of program structures to memory
          o Public symbols
          o C naming conventions 
      Required reading:
          o Text Section 5.2 

    *
      9/4: Binary integer arithmetic
          o Representation of integers
          o Translation of numbers from decimal to binary
          o 2's complement arithmetic
          o Signed and unsigned numbers
          o Signed and unsigned condition code interpretations 
      Required reading:
          o Text Section 3.1, 7.1, 7.2, 7.3, 7.4 

Week 3

    *
      9/7: Labor Days - No Classes
    *
      9/9: Pointers, characters, and strings
          o Representing things other than integers
          o C calling conventions 
      Required reading:
          o Text Sections 3.4, 7.6.3 

    *
      9/11: Bit manipulation
          o Bitwise operations
          o Masks
          o Shifts
          o Decoding an instruction 
      Required reading:
          o Text Chapter 8 

Week 4

    *
      9/14: Assembler directives
          o How directives are used to separate data layout from code
          o Storage reservation and data generation
          o ORG, EQU, DC 
      Required reading:
          o Text Section 5.2 

    *
      9/16: Recursion
          o Interface specifications
          o Use of the stack for local variables
          o The concept of an activation record
          o Printing integer values as digit sequences 
      Required reading:
          o Text Section 9.4 

    *
      9/18: Modularity and separate assembly
          o Separation of concerns and information hiding
          o Visibility and lifetime
          o Assembly and linkage 
      Required reading:
          o Text Section 9.2 

Week 5

    *
      9/21: Large data aggregates
          o Separate address spaces
          o Contiguous address spaces 
      Required reading:
          o Text Sections 9.3.1, 9.3.3, 9.3.4 
    *
      9/23: Special instructions
          o Decimal arithmetic
          o Address manipulation instructions
          o Looping instruction -- DBcc 
      Required reading:
          o Text Sections 3.2, 7.5, 9.1, 6.2.4 

    *
      9/25: Programming examples
          o What would you like to see? 

Week 6

    *
      9/28: Serial I/O
          o Access to I/O devices
          o The RS-232 interface
          o The function of a UART 
      Required reading:
          o Text Sections 12.1, 12.2
          o Tanenbaum Section 3.9.1 

    *
      9/30: Serial I/O (continued)
          o Programming the UART
          o Writing characters to the UART
          o Reading characters from the UART 

    *
      10/2: Review for Exam 1

Week 7

    *
      10/5: First examination, covering material through week 6

    *
      10/7: Interrupts
          o How interrupts affect the CPU
          o When interrupts can and cannot occur
          o Interrupt priority 
      Required reading:
          o Text Chapter 11
          o Tanenbaum Section 3.1, 3.2 

    *
      10/9: Interrupts (continued)
          o Interrupt-driven serial I/O 

Week 8

    *
      10/12: Buffering and buffer management
          o Buffering for data-rate averaging
          o Use of multiple buffers
          o Circular buffers 
      Required reading:
          o Circular Buffers

    *
      10/14: Buffering and buffer management (continued)
          o Circular buffer management routines 

    *
      10/16: Block transfers and DMA
          o The cost of interrupt-driven I/O
          o Block transfer data paths and cycle stealing
          o Bus timing
          o Interaction between DMA controller and device controller 
      Required reading:
          o Text Chapter 13
          o Tanenbaum Section 3.1.3 

Week 9

    *
      10/19: Block transfers and DMA (continued)
          o Setup operations for block transfer
          o Bus mastery 

    *
      10/21: Digital/Analog Conversion
          o Sampling analog waveforms
          o Conversion between analog and digital representations 
      Required reading:
          o Reading and Writing Continuous Signals

    *
      10/23: Concurrency
          o Cooperating sequential processes
          o Minimal assumptions about process behavior
          o Critical sections and mutual exclusion
          o Semaphores 
      Required reading:
          o Tanenbaum Sections 2.1, 2.2, 2.3
          o Reentrancy

Week 10

    *
      10/26: Time
          o The system clock
          o Use of timers
          o Timer modes - auto-reset and square wave generation
          o Timers and interrupts 
      Required reading:
          o Tanenbaum Sections 3.8.1, 3.8.2
          o Counter/Timers

    *
      10/28: Time (continued)
          o Preemptive and non-preemptive scheduling
          o Network time protocol 

    *
      10/30: Process management
          o Bounded and unbounded critical sections
          o Process control blocks
          o Queues 
      Required reading:
          o Tanenbaum Sections 2.4.1, 2.4.2 

Week 11

    *
      11/2: Binary floating point arithmetic
          o IEEE standard number representation
          o Normalization
          o What is ``roundoff'' error? 
      Required reading:
          o Text Section 3.3
          o IEEE Arithmetic

    *
      11/4: Coprocessor interaction
          o Closely-coupled processors
          o Coding of floating-point operations
          o Bus states
          o CPU bus usage information 
      Required reading:
          o Text Section 13.2.5 

    *
      11/6: Memory management
          o Base and limit
          o Paging 
      Required reading:
          o Tanenbaum Sections 4.1, 4.2.1, 4.3.1 

Week 12

    *
      11/9: Review for Exam 2
          o This time can also be used to catch up 

    *
      11/11: Second examination, covering material through week 11

    *
      11/13: Memory management (continued)
          o Segmentation 
      Required reading:
          o Tanenbaum Section 4.3.2 

Week 13

    *
      11/16: Memory management (continued)
          o Associative memory 

    *
      11/18: Introduction to caches
          o Description of caches
          o Cache design issues
          o Direct Mapped Caches 
      Required reading:
          o Cache Organization

    *
      11/20: Introduction to caches (continued)
          o Fully Associative Caches
          o Set-Associative Caches 

Week 14

    *
      11/23 - 11/27: Fall Break - No Classes

Week 15

    *
      11/30 - 12/4: Complex Data Structures in C and Assembly

Week 16

    *
      12/7 - 12/9: Complex Data Structures in C and Assembly (continued)
    *
      12/14: Conclusion & review for the final examination

Final examination: Wednesday, December 16, 2007, 7:30pm-10:00pm.""
",NULL,NULL
73,Brown University,Department of Computer Science,CSCI0310. Introduction to Computer Systems,http://cs.brown.edu/courses/csci0310,71,Fall,2009,"""W-9 The Silicon Stone Representation I
F-11 The Silicon Stone Representation II
M-14 The Karnaugh Map Boolean gates
W-16 Decoding the Karnaugh Map Digital Building Blocks HW1
F-18 The Leaky Cauldron Memory Element I
M-21 The Register Fire Memory Element II
W-23 The Chamber of Flip Flops Memory Element III HW2 HW1
F-25 The Deathly Diglog Diglog Help Session by TAs
M-28 No Class
W-30 Werewolves Moon I Part I & II HW3 HW2
F-2 Full Moon Moon I Part III RISC
M-5 Potions Moon II Part I RISC HELP
W-7 Potions Moon II Part II HW4 HW3
F-9 Fenrir Greyback Moon III
M-12 No Lecture
W-14 The Dark Arts MIPS I HW4
F-16 The Dark Arts MIPS II CHARS RISC
M-19 Apparation Subroutines
W-21 Hu epu  Array MIDTERM
F-23 Herbology Objects LIFE CHARS
M-26 Memory Charms memory management LIFE HELP
W-28 Avada Kedavra Dynamic Memory HW5
F-30 Death Eaters Garbage Collection
M-2 Time-Turners Concurrent Programming
W-4 Azkaban Linking and Loading HW6 HW5
F-6 Divination Caching
M-9 The Marauder Map Maze Help Sessions by Tas MAZE LIFE
W-11 The Invisibility Cloak VM I HW6
F-13 The Invisibility Cloak VM II
M-16 Trans guration Compiler I
W-18 Trans guration Compiler II
F-20 Trans guration Compiler III COMPILER HW7 MAZE
M-23 Arithmancy Floating-point Numbers
W-25 Thanksgiving
F-27 Thanksgiving
M-30 Quidditch Pipeline I HW8 HW 7
W-2 Quidditch Pipeline II
F-4 The Daily Prophet Networking FINAL
M-7 Reading Period HW8
W-9 Reading Period COMPILER
F-18 F
""
","""To understand aspects of computer architecture and program performance.
To adopt an evolutionary approach to learning by presenting fundamental concepts first in the
context of an easy-to-understand instruction set such as MIPS, and building more complex ideas from the simpler ones.




Includes the organization and architecture of computer systems hardware; instruction set architectures; addressing modes; register transfer notation; processor design and computer arithmetic; memory systems; hardware implementations of virtual memory, and input/output control and devices. Cross-listed as ECE 333. Prerequisite: CS 201 or 205 with a grade of C- or higher, and CS 230 with a grade of C- or higher.

Study of representative digital computer organization with emphasis on control unit logic, input/output processors and devices, asynchronous processing, concurrency, and parallelism. Memory hierarchies. Prerequisite: CS 333 or proficiency in assembly language programming.
""
",NULL
74,Iowa State University,Department of Computer Science,Com S 321. Introduction to Computer Architecture and Machine-Level Programming. ,http://www.cs.iastate.edu/~cs321/,72,Fall,2009,"""Topical Outline
1. Introduction: Computer abstractions and technology
2. Measuring and evaluating performance: Metrics of performance; Amdahl’s Law;
Cost/benefit tradeoffs; Instruction count, CPI, Clock cycle time; Comparing and
summarizing performance
3. Instruction set architecture of MIPS: Signed and unsigned numbers; Representing
instructions - the MIPS instruction set; Instructions for decision making; Supporting
procedures - stack pointer; Arithmetic and Logical operations
4. Processor Datapath and control: Building a datapath for R-type, I-type, and Jump
instructions; A single cycle implementation; How control is supposed to work; A multicycle
implementation and control
5. Memory Hierarchy design: A framework for memory hierarchies; The basics of caches;
Placement, replacement, and memory interaction policies; Measuring and improving cache
performance; FIFO, LRU, write back and write through policies
6. Enhancing performance with pipelining: Overview of pipelining; A pipelined datapath;
Data hazards and forwarding; Data hazards and stalls; Branch hazards
7. Exceptions and exception handling: Interrupts and exceptions; Hardware/software
interface; Interrupt handlers""
","""Course Objectives: To understand aspects of computer architecture and program performance.
To adopt an evolutionary approach to learning by presenting fundamental concepts first in the
context of an easy-to-understand instruction set such as MIPS, and building more complex ideas
from the simpler ones.""
","""Learning outcomes: Students will learn about computer performance, computer design, and
tradeoffs between cost and performance as well as between hardware and software. Students will
formulate and solve problems, understand the performance requirements of systems, and
communicate effectively and learn to think creatively and critically, both independently and with
others.""
"
75,Iowa State University,Department of Electrical and Computer Engineering,Cpr E 381. Computer Organization and Assembly Level Programming.,NULL,73,Spring,2008,"Introduction to computer organization

Evaluating performance of computer systems

Instruction set design

Assembly level programming

Arithmetic operations

Control flow instructions

Procedure calls

Stack management

Processor design

Datapath and control

Scalar pipelines

Introduction to memory

Introduction to I/O systems

",NULL,NULL
76,University of Virginia,NULL,CS/ECE 3330 Computer Architecture (333),NULL,74,NULL,NULL,NULL,NULL,NULL
77,University of Virginia,NULL,CS/ECE 3330 Computer Architecture (333),NULL,74,NULL,NULL,NULL,NULL,NULL
